"","wkt_words"
"8272","výz"
"8273","vibrasyon"
"8274","vibratör"
"8275","vicdan"
"8276","vida"
"8277","video"
"8278","viki"
"8279","vikipedist"
"8280","vilayet"
"8281","villa"
"8282","vinç"
"8283","vinyet"
"8284","viraj"
"8285","virgül"
"8286","virman"
"8287","virtüöz"
"8288","virüs"
"8289","viski"
"8290","viþne"
"8291","viþne suyu"
"8292","vites"
"8293","vitrin"
"8294","viyadük"
"8295","viyolonsel"
"8296","vize"
"8297","vodvil"
"8298","vokabüler"
"8299","vokatif"
"8300","voleybol"
"8301","voleybolcu"
"8302","voleybolculuk"
"8303","volkan"
"8304","volkanizma"
"8305","volüm"
"8306","votka"
"8307","voyvoda"
"8308","VTR"
"8309","vuku"
"8310","vurdumduymazlýk"
"8311","vurgu"
"8312","vurgun"
"8313","vurulma"
"8314","vuruþma"
"8315","vuvuzela"
"8316","vücut"
"8317","vâris"
"8318","Web sitesi"
"8319","Web sunucusu"
"8320","wiki"
"8321","X ýþýný"
"8322","yaba"
"8323","yaban"
"8324","yaban arýsý"
"8325","yaban çileði"
"8326","yaban mersini"
"8327","yabancý"
"8328","yabancý anahtar"
"8329","yabancý dil"
"8330","yabani enginar"
"8331","yad"
"8332","yadýmlama"
"8333","yað"
"8334","yaðday"
"8335","yaðý"
"8336","yaðýrný"
"8337","yaðýþ"
"8338","yaðlayýcý"
"8339","yaðlý güreþ"
"8340","yaðlýk"
"8341","yaðma"
"8342","yaðmur"
"8343","yaðmur kuþu"
"8344","yaðmur ormaný"
"8345","yaðmurluk"
"8346","yaðrýn"
"8347","Yahudi"
"8348","Yahudilik"
"8349","yak"
"8350","yaka"
"8351","yakamoz"
"8352","yakantop"
"8353","yakýn"
"8354","yakýþýk"
"8355","yakýt"
"8356","yakmalýk"
"8357","yakut"
"8358","yalak"
"8359","yalan"
"8360","yalancý"
"8361","yalancý þemsiye"
"8362","yalancýlýk"
"8363","yalý"
"8364","yalý kenarý"
"8365","yalýçapkýný"
"8366","yalýn"
"8367","yalýn durum"
"8368","yalýn hal"
"8369","yalýn hâl"
"8370","yalýtým"
"8371","yalnýzlýk"
"8372","yalvaç"
"8373","yalvarýþ"
"8374","yalvarma"
"8375","yama"
"8376","yamaç"
"8377","yamuk"
"8378","yamyam"
"8379","yan"
"8380","yan cümle"
"8381","yan tümce"
"8382","yanak"
"8383","yanardað"
"8384","yangýn"
"8385","yanýt"
"8386","yanký"
"8387","yanlýþlýk"
"8388","yansýma"
"8389","yap-iþlet-devret"
"8390","yapboz"
"8391","yapý"
"8392","yapým"
"8393","yapýmcý"
"8394","yapýncak"
"8395","yapýþýk ikiz"
"8396","yapýþkan"
"8397","yapýþma"
"8398","yapýt"
"8399","yapma"
"8400","yaprak"
"8401","yaptýrým"
"8402","yar"
"8403","yara"
"8404","yarak"
"8405","yaralanma"
"8406","yarar"
"8407","yarasa"
"8408","yaratý"
"8409","yaratýcý"
"8410","yaratýcýlýk"
"8411","yaratýk"
"8412","yaratým"
"8413","yaratma"
"8414","yardým"
"8415","yardýmcý"
"8416","yardýmcýlýk"
"8417","yardýmseverlik"
"8418","yargý"
"8419","yargýç"
"8420","yargýlama"
"8421","yargýtay"
"8422","yarý final"
"8423","yarým"
"8424","yarýmada"
"8425","yarýmküre"
"8426","yarýn"
"8427","yarýþ"
"8428","yarýþçý"
"8429","yarýþma"
"8430","yarpuz"
"8431","yasa"
"8432","yasak"
"8433","yasemin"
"8434","yasmýk"
"8435","yastýk"
"8436","yastýk savaþý"
"8437","yaþ"
"8438","yaþam"
"8439","yaþam bilimi"
"8440","yaþam döngüsü"
"8441","yaþlýlýk"
"8442","yaþmak"
"8443","yat"
"8444","yataðan"
"8445","yatak"
"8446","yatak çarþafý"
"8447","yatak odasý"
"8448","yataklýk"
"8449","yatay asimptot"
"8450","yatýlý okul"
"8451","yatýrým"
"8452","yatýrýmcý"
"8453","yatsý"
"8454","yavru"
"8455","yavþak"
"8456","yavþan"
"8457","yavuklu"
"8458","yay"
"8459","yaya"
"8460","yayýmcý"
"8461","yayýmcýlýk"
"8462","yayýn"
"8463","yayýncýlýk"
"8464","yaylak"
"8465","yaz"
"8466","yazanak"
"8467","yazar"
"8468","yazý"
"8469","yazý makinasý"
"8470","yazý tura"
"8471","yazýcý"
"8472","yazýk"
"8473","yazýlý"
"8474","yazýlým"
"8475","yazýlým tasarýmý"
"8476","yazýlýþ"
"8477","yazým"
"8478","yazýn"
"8479","yazýþma"
"8480","yazýt"
"8481","yazlýk"
"8482","yazma"
"8483","ye"
"8484","yeçim"
"8485","yedek"
"8486","yedi ölümcül günah"
"8487","yedigen"
"8488","yedincilik"
"8489","yeðen"
"8490","yekûn"
"8491","yel"
"8492","yel deðirmeni"
"8493","yele"
"8494","yelek"
"8495","yelken"
"8496","yelkovan"
"8497","yelpaze"
"8498","yelve"
"8499","yem"
"8500","yeme"
"8501","yemek"
"8502","yemek borusu"
"8503","yemek tarifi"
"8504","yemeni"
"8505","yemin"
"8506","yemiþ"
"8507","yemlik"
"8508","yen"
"8509","yenge"
"8510","yengeç"
"8511","yenici deyim"
"8512","yeniçeri"
"8513","yeniçerilik"
"8514","yeniden þekillendirme"
"8515","yeniden þekillendirmeci"
"8516","yeniden þekillendirmecilik"
"8517","yeniden yapýlandýrma"
"8518","yeniden yapýlandýrmacý"
"8519","yeniden yapýlandýrmacýlýk"
"8520","yenilgi"
"8521","yenilik"
"8522","yenme"
"8523","yer"
"8524","yer elmasý"
"8525","yer fýstýðý"
"8526","yer sincabý"
"8527","yeraltý"
"8528","yerbilim"
"8529","yerel að"
"8530","yerel deðiþken"
"8531","yerküre"
"8532","yerküre bilimci"
"8533","yerküre bilimi"
"8534","yerli"
"8535","yeþil"
"8536","yeþil aðaçkakan"
"8537","yeþilbaþ"
"8538","yeþim"
"8539","yetenek"
"8540","yeterlik"
"8541","yeterlilik"
"8542","yetersizlik"
"8543","yeti"
"8544","yetiþkin"
"8545","yetiþkinlik"
"8546","yetki"
"8547","yetkili"
"8548","yetkili sunucu"
"8549","yetmezlik"
"8550","yetmiþ"
"8551","yetmiþ bir"
"8552","yetmiþ iki"
"8553","yetmiþ üç"
"8554","yýðýn"
"8555","yýkým"
"8556","yýl"
"8557","yýlan"
"8558","yýlan balýðý"
"8559","yýlan hikâyesi"
"8560","yýlancý"
"8561","yýlancýk"
"8562","yýldýrý"
"8563","yýldýrým"
"8564","yýldýrýmsavar"
"8565","yýldýrma"
"8566","yýldýz"
"8567","yýldýzýl"
"8568","yýldýzlýk"
"8569","yýlýþýklýk"
"8570","yýlký"
"8571","yýpar"
"8572","yýr"
"8573","yýrtmaç"
"8574","yiðit"
"8575","yirmigen"
"8576","yiyecek"
"8577","yiyici"
"8578","yobaz"
"8579","yoðaltým"
"8580","yoðunluk"
"8581","yoðurt"
"8582","yoðurtçu"
"8583","yoðurtçuluk"
"8584","yoðurtotu"
"8585","yokuþ"
"8586","yol"
"8587","yol arkadaþý"
"8588","yol çukuru"
"8589","yolbaþçý"
"8590","yolcu"
"8591","yolculuk"
"8592","yoldaþ"
"8593","yollama"
"8594","yolsuzluk"
"8595","yonca"
"8596","yonga"
"8597","yordam"
"8598","yorgan"
"8599","yorgunluk"
"8600","yortu"
"8601","yorum"
"8602","yosun"
"8603","yön"
"8604","yönelim"
"8605","yönelme"
"8606","yönelme durumu"
"8607","yönelme hali"
"8608","yönelme hâli"
"8609","yönetici"
"8610","yönetim"
"8611","Yönetim Kurulu Baþkaný"
"8612","yönetim kurulu baþkaný"
"8613","yönetmen"
"8614","yöntem"
"8615","yöre"
"8616","yörekent"
"8617","yörünge"
"8618","yudum"
"8619","yufka"
"8620","yulaf"
"8621","yular"
"8622","yumak"
"8623","yumru"
"8624","yumruk"
"8625","yumurta"
"8626","yumurta aký"
"8627","yumurta sarýsý"
"8628","yumurtalýk"
"8629","yumuþak"
"8630","yumuþak ge"
"8631","yumuþakça"
"8632","Yunan yeþili"
"8633","yunus"
"8634","yurt"
"8635","yurtlanma"
"8636","yurttaþ"
"8637","yusufçuk"
"8638","yutak"
"8639","yuva"
"8640","yük"
"8641","yüksek fýrýn"
"8642","yükseklik"
"8643","yükseklik korkusu"
"8644","yüksekokul"
"8645","yüksük"
"8646","yün"
"8647","yünü"
"8648","yürek"
"8649","yürüme"
"8650","yürürlük"
"8651","yüz"
"8652","yüzde"
"8653","yüzey"
"8654","yüzme"
"8655","yüzme havuzu"
"8656","yüzücü"
"8657","yüzük"
"8658","yüzük parmaðý"
"8659","yüzyýl"
"8660","yüzyýlcýlýk"
"8661","yy."
"8662","yâd"
"8663","yâr"
"8664","yâran"
"8665","zabýta"
"8666","zabit"
"8667","zade"
"8668","zafer"
"8669","Zagrepli"
"8670","zaðar"
"8671","zahmet"
"8672","zakkum"
"8673","zam"
"8674","zaman"
"8675","zaman aralýðý"
"8676","zaman bitimi"
"8677","zaman dilimi"
"8678","zaman makinesi"
"8679","zamazingo"
"8680","zambak"
"8681","zamir"
"8682","zan"
"8683","zangoç"
"8684","zapt"
"8685","zaptiye"
"8686","zar"
"8687","zarar"
"8688","zarf"
"8689","zari"
"8690","zariflik"
"8691","zat"
"8692","zavar"
"8693","zaviye"
"8694","zayýf etkileþim"
"8695","zayýf istemci"
"8696","zayýf kuvvet"
"8697","zayýf nükleer etkileþim"
"8698","zayýf nükleer kuvvet"
"8699","zayiat"
"8700","ze"
"8701","zebra"
"8702","zecir"
"8703","zefir"
"8704","zehir"
"8705","zekâ"
"8706","zekât"
"8707","zelzele"
"8708","zembil"
"8709","zemin"
"8710","zenci"
"8711","zencil"
"8712","zengin istemci"
"8713","zenofobi"
"8714","zerdali"
"8715","zerdeva"
"8716","zerre"
"8717","zerzevat"
"8718","zeval"
"8719","zevk"
"8720","zevküsefa"
"8721","zeynep"
"8722","zeytin"
"8723","zeytinyaðý"
"8724","zýmpara"
"8725","zýpka"
"8726","zýpkýn"
"8727","zýrh"
"8728","zýrtgel"
"8729","zibidi"
"8730","zibil"
"8731","zifin"
"8732","zifir"
"8733","ziggurat"
"8734","zigot"
"8735","zihin"
"8736","zihniyet"
"8737","zikir"
"8738","zil"
"8739","zilik"
"8740","zimmet"
"8741","zincir"
"8742","zincir kuralý"
"8743","zincirleme ad tamlamasý"
"8744","zincirleme isim tamlamasý"
"8745","zindan"
"8746","ziraat"
"8747","zirkonyum"
"8748","zirve"
"8749","ziya"
"8750","ziyafet"
"8751","ziyafetçi"
"8752","ziyaret"
"8753","ziyaretçi"
"8754","zombi"
"8755","zona"
"8756","zooloji"
"8757","zorba"
"8758","zorbalýk"
"8759","zorluk"
"8760","zulüm"
"8761","zurna"
"8762","zümrüt"
"8763","zürafa"
"8764","zürriyet"
"8765","âbide"
"8766","âdet"
"8767","âlem"
"8768","âlim"
"8769","âmâ"
"8770","âþýk"
"8771","âti"
"8772","Ýbrahimi din"
"8773","Ýbrahimî din"
"8774","ÝHA"
"8775","Ýngiliz anahtarý"
"8776","Ýnternet"
"8777","Ýslâm"
"8778","ÝSS"
"8779","Ýstinye"
"8780","a"
"8781","ab"
"8782","AB"
"8783","aba"
"8784","aba güreþi"
"8785","abacý"
"8786","abacýlýk"
"8787","abadi"
"8788","abajur"
"8789","abajurcu"
"8790","abajurculuk"
"8791","abaksiyal"
"8792","abaküs"
"8793","abalý"
"8794","abandýrma"
"8795","abandone"
"8796","abanýk"
"8797","abani"
"8798","abanma"
"8799","abanoz"
"8800","abanozgiller"
"8801","abanozlaþma"
"8802","abarognoz"
"8803","abartý"
"8804","abartýcý"
"8805","abartýcýlýk"
"8806","abartýlma"
"8807","abartýsýzlýk"
"8808","abartýþ"
"8809","abartma"
"8810","abartmacý"
"8811","abartmacýlýk"
"8812","abazanlýk"
"8813","abdal"
"8814","abdallýk"
"8815","Abderhalden reaksiyonu"
"8816","abdest"
"8817","abdestbozan"
"8818","abdesthane"
"8819","abdestlik"
"8820","abdestlilik"
"8821","abdestsizlik"
"8822","abdiâciz"
"8823","abdomen"
"8824","abdüksiyon"
"8825","abdüktör"
"8826","abece"
"8827","abece sýrasý"
"8828","abelya"
"8829","aberasyon"
"8830","abeslik"
"8831","abýhayat"
"8832","abýkevser"
"8833","abi"
"8834","abide"
"8835","abideleþme"
"8836","abideleþtirme"
"8837","abis"
"8838","abisal bölge"
"8839","abisal ova"
"8840","abisal taban"
"8841","abiye"
"8842","abiyogenez"
"8843","abiyotik"
"8844","abiyoz"
"8845","abla"
"8846","ablacý"
"8847","ablacýlýk"
"8848","ablatif"
"8849","ablatya"
"8850","abluka"
"8851","abnormalite"
"8852","abone"
"8853","abonelik"
"8854","abonman"
"8855","aborda"
"8856","abosa"
"8857","abra"
"8858","abrama"
"8859","abrazyon"
"8860","abril"
"8861","absorbe"
"8862","absorbsiyon"
"8863","absorplayýcý"
"8864","absorpsiyon"
"8865","absorpsiyon spektrumu"
"8866","absterjan"
"8867","abstraksiyon"
"8868","Abu Dabili"
"8869","abur cubur"
"8870","abuþ"
"8871","acele"
"8872","acelecilik"
"8873","Acem pilavý"
"8874","acemi"
"8875","acemi çaylak"
"8876","acente"
"8877","acentelik"
"8878","acý"
"8879","acil durum"
"8880","acin"
"8881","aciz"
"8882","acu"
"8883","acun"
"8884","acyo"
"8885","aç"
"8886","açelya"
"8887","açý"
"8888","açýk deniz"
"8889","açýk kaynak"
"8890","açýk pembe"
"8891","açýklama"
"8892","açýklýk"
"8893","açýlýr liste"
"8894","açýlýþ konuþmasý"
"8895","açýlma"
"8896","açlýk"
"8897","ad"
"8898","ad uzayý"
"8899","ada"
"8900","ada balýðý"
"8901","adacýk"
"8902","adale"
"8903","adalet"
"8904","adaletsizlik"
"8905","adalý"
"8906","adam"
"8907","adam öldürme"
"8908","adamcaðýz"
"8909","adamotu"
"8910","adaptasyon"
"8911","adaþ"
"8912","aday"
"8913","adaylýk"
"8914","aded"
"8915","adedimürettep"
"8916","adem"
"8917","adenozin"
"8918","adet"
"8919","adezyon"
"8920","adým"
"8921","adisyon"
"8922","adliye"
"8923","adres"
"8924","adsýz sýnýf"
"8925","aerodinamik"
"8926","aeroloji"
"8927","af"
"8928","afacanlaþma"
"8929","afacanlýk"
"8930","afak"
"8931","afakan"
"8932","afakilik"
"8933","afalina"
"8934","afallama"
"8935","afallaþma"
"8936","afen"
"8937","afet"
"8938","afirmasyon"
"8939","afiþ"
"8940","afiyet"
"8941","aforizm"
"8942","afsun"
"8943","afsuncu"
"8944","aft"
"8945","aftos"
"8946","aftos piyos"
"8947","aftospiyos"
"8948","aftospiyoz"
"8949","afyon"
"8950","afyonkeþ"
"8951","aga"
"8952","agami"
"8953","aganta"
"8954","agaragar"
"8955","agel"
"8956","aglütinasyon"
"8957","agnostisizm"
"8958","agora"
"8959","agorafobi"
"8960","agrandisman"
"8961","agrega"
"8962","agreman"
"8963","agresiflik"
"8964","agresyon"
"8965","agu"
"8966","agulama"
"8967","aguþ"
"8968","að"
"8969","að geçidi"
"8970","að günlüðü"
"8971","að tarafsýzlýðý"
"8972","aða"
"8973","aðababa"
"8974","aðabey"
"8975","aðaç"
"8976","aðaç çileði"
"8977","aðaç çivi"
"8978","aðaç sansarý"
"8979","aðaççýk"
